age,annual_income,current_savings,investment_horizon_years,number_of_dependents,investment_experience_level,risk_profile
61,973747,2071716,3,2,Intermediate,Low
29,428380,212799,2,2,Intermediate,Low
43,809535,1525878,4,4,Intermediate,Moderate
54,1264336,791045,11,0,Intermediate,Moderate
65,653806,481950,0,1,Advanced,Low
50,366898,651400,15,1,Intermediate,Low
45,532544,558304,18,1,Beginner,Moderate
26,591943,521317,3,1,Intermediate,Moderate
29,478623,525861,15,3,Intermediate,High
22,278906,156859,5,0,Beginner,Moderate
69,3498757,13025259,-4,0,Beginner,Low
45,1104461,1729947,15,0,Advanced,High
52,586305,1558328,2,1,Intermediate,Moderate
22,1356168,1630399,9,0,Beginner,High
51,644110,1789123,7,1,Beginner,Low
63,798083,668068,2,0,Advanced,Low
51,1357731,848045,8,0,Intermediate,Moderate
30,588988,699748,12,0,Advanced,High
56,865204,1478008,9,0,Advanced,Moderate
59,1221655,3502036,6,0,Intermediate,Moderate
62,877021,3136470,3,0,Intermediate,Low
65,1643838,1428546,0,1,Intermediate,Low
31,4403181,5668081,4,2,Intermediate,High
28,4085973,4602447,18,3,Beginner,High
59,221321,697833,6,2,Advanced,Low
55,730915,1032604,1,0,Advanced,Moderate
21,4998364,3756057,16,0,Beginner,High
70,1185685,4733787,-5,0,Beginner,Low
50,520172,1554756,15,2,Beginner,Low
24,949762,874749,4,0,Intermediate,High
58,407298,481785,2,2,Advanced,Low
25,1157893,1437917,13,1,Beginner,High
54,4321072,6709847,2,1,Intermediate,Moderate
68,905015,3422723,-3,1,Beginner,Low
27,1205036,1619468,13,1,Beginner,Moderate
60,1298092,4438505,5,1,Advanced,High
32,4317963,2866062,16,0,Intermediate,High
55,1049317,1775986,6,0,Intermediate,Moderate
32,1026027,738252,20,0,Advanced,High
22,694079,870791,6,0,Advanced,High
46,1047952,2252629,10,2,Intermediate,Moderate
36,1231740,497978,9,2,Advanced,High
68,1428529,2328530,-3,2,Intermediate,Low
27,1938198,2453232,20,0,Beginner,High
29,587554,750708,15,0,Intermediate,High
21,293628,73310,17,1,Beginner,Moderate
48,758279,1065131,16,1,Advanced,High
35,703065,1222611,6,2,Intermediate,Moderate
33,1491122,1326126,19,2,Beginner,Moderate
57,3463564,4344058,8,2,Intermediate,Moderate
53,308239,743506,1,3,Intermediate,Low
42,327013,585824,2,1,Intermediate,Low
40,580108,261361,3,1,Intermediate,Moderate
29,4649889,7456220,18,0,Beginner,High
51,339993,595166,13,3,Intermediate,Low
53,657226,1841695,3,0,Beginner,Low
54,1350170,2153402,11,0,Intermediate,High
20,1422979,818739,13,0,Beginner,High
26,535013,224029,17,1,Intermediate,High
70,1421681,4965299,-5,2,Advanced,Low
35,1118311,399475,10,2,Advanced,Moderate
60,4438805,6519596,5,2,Beginner,Moderate
52,4803691,3405089,4,3,Intermediate,Moderate
51,1400912,3258079,14,2,Intermediate,Moderate
58,3555116,9450996,2,1,Beginner,Low
31,498612,396890,3,0,Intermediate,High
21,1249172,1183362,7,1,Intermediate,High
46,1322668,1364070,8,1,Intermediate,Moderate
58,805964,1201259,7,1,Advanced,Moderate
62,200871,627109,1,1,Intermediate,Low
67,1058909,3331675,-2,1,Intermediate,Low
32,506220,788822,14,0,Intermediate,High
45,712610,501449,20,2,Intermediate,Moderate
59,413114,405421,6,0,Beginner,Low
33,882968,733169,2,0,Intermediate,Moderate
29,1354416,595934,19,2,Intermediate,High
69,690228,1717583,-4,1,Intermediate,Low
22,1363104,1096018,16,2,Intermediate,High
51,444306,620406,14,2,Intermediate,Low
59,567777,1029536,6,1,Beginner,Low
18,1442064,388561,4,0,Beginner,Moderate
56,4331070,10657888,7,0,Intermediate,High
49,1077099,1226759,11,3,Intermediate,High
43,728303,1530160,16,2,Intermediate,High
34,2288983,3778357,19,2,Advanced,High
65,2962131,7616858,0,0,Intermediate,Moderate
44,1256119,1765769,17,0,Intermediate,High
41,1090368,909229,10,0,Intermediate,Moderate
52,3034057,8973737,13,3,Intermediate,High
63,3171370,10950460,2,2,Advanced,Low
59,1267337,3559845,6,0,Intermediate,Moderate
56,630920,1975450,9,0,Intermediate,Moderate
43,998367,2359498,19,0,Intermediate,High
66,1115432,2658304,-1,2,Intermediate,Low
55,3560496,4012099,7,0,Advanced,Moderate
40,1156818,934428,7,1,Advanced,High
39,221379,300960,13,2,Intermediate,Moderate
21,423179,411001,3,0,Beginner,Moderate
66,3426922,6836590,-1,2,Intermediate,Low
26,1369368,1074851,1,2,Beginner,Low
21,1284069,367892,15,0,Advanced,High
24,212490,249579,12,0,Beginner,Moderate
40,1100323,817919,13,4,Intermediate,Moderate
19,476377,497160,5,0,Beginner,Moderate
66,1122128,1385806,-1,2,Beginner,Low
41,1208732,2334831,19,4,Advanced,Moderate
57,704990,1900010,8,1,Advanced,Moderate
48,2092346,5331371,2,2,Beginner,Moderate
64,433094,999626,1,0,Advanced,Low
48,520274,752497,1,2,Intermediate,Low
64,210395,200013,1,2,Beginner,Low
57,374496,1104430,8,0,Intermediate,Moderate
65,596821,1196924,0,2,Advanced,Low
68,1289171,5212150,-3,0,Advanced,Moderate
60,1005167,1504332,1,1,Intermediate,Moderate
51,1843141,2998953,14,3,Advanced,Moderate
41,343673,434316,3,1,Beginner,Low
66,738985,1652651,-1,1,Intermediate,Low
43,4722726,4291094,10,0,Advanced,High
33,474257,370721,20,2,Beginner,Moderate
64,1370127,2895976,1,0,Advanced,Low
30,1407718,2050337,17,2,Beginner,High
32,1146200,1732185,19,2,Intermediate,High
44,605938,512555,19,2,Beginner,Moderate
21,1100464,845175,12,0,Beginner,High
33,1322245,1575850,1,1,Intermediate,Moderate
47,883040,1599536,10,3,Intermediate,Low
61,571100,896427,4,2,Intermediate,Low
47,4988867,10764651,8,2,Intermediate,High
53,1094336,1393111,1,3,Advanced,Low
20,1078117,570200,20,0,Intermediate,High
39,3793162,2897237,14,3,Intermediate,High
66,1109704,1320371,-1,0,Beginner,Low
39,264182,557028,20,2,Intermediate,High
67,843997,1679422,-2,0,Intermediate,Low
67,781609,2501893,-2,2,Beginner,Low
66,664912,2103230,-1,1,Beginner,Low
29,1991362,2225769,17,2,Intermediate,High
38,588930,1147950,17,0,Beginner,Moderate
21,421992,88999,6,0,Beginner,Low
48,713313,619287,14,0,Beginner,Low
61,1241785,3992000,4,2,Intermediate,Low
48,390715,1065994,4,2,Advanced,Moderate
40,2286349,3251128,12,1,Beginner,Moderate
70,577428,1805302,-5,1,Intermediate,Low
37,289817,190949,19,2,Advanced,High
32,1841564,2567670,20,0,Beginner,High
40,785195,1333819,18,3,Intermediate,High
45,4691749,3268460,19,1,Intermediate,High
33,543118,880986,14,0,Beginner,Moderate
54,557729,351741,4,0,Beginner,Low
38,1424561,3193861,11,1,Advanced,High
32,1771245,3304638,13,1,Intermediate,High
34,1240198,2080738,17,1,Intermediate,High
67,465808,1071960,-2,1,Intermediate,Low
54,1493617,2008719,10,1,Intermediate,Moderate
30,485869,392868,5,0,Intermediate,Moderate
36,4272109,2331023,10,1,Advanced,High
47,485994,1056656,10,2,Intermediate,Moderate
62,3672036,13214307,3,0,Intermediate,Moderate
35,1097721,843023,11,2,Intermediate,High
31,1472334,2687819,18,3,Intermediate,High
53,1442707,2496502,6,1,Beginner,Low
53,375140,338172,10,0,Intermediate,Low
37,2494538,4486200,18,1,Advanced,High
69,403627,1434393,-4,1,Advanced,Low
36,1271503,1230808,1,1,Intermediate,Moderate
62,960852,3475931,3,0,Intermediate,Low
61,3380308,7591796,4,2,Intermediate,Moderate
24,319482,88993,1,0,Beginner,Low
61,984933,1636231,4,1,Advanced,Moderate
70,1461565,4941215,-5,0,Beginner,Low
21,793372,332206,17,0,Beginner,Moderate
51,595493,503637,14,3,Intermediate,Moderate
19,793985,613867,13,0,Beginner,Moderate
22,327694,179844,8,1,Beginner,Moderate
27,678448,745178,3,3,Intermediate,Moderate
49,1276885,1612472,1,1,Intermediate,Moderate
59,1561720,4474685,6,0,Intermediate,High
58,1309056,2359760,7,0,Beginner,Moderate
30,1119419,1991764,5,0,Intermediate,High
56,499506,803854,5,0,Beginner,Low
22,1304808,497375,8,1,Beginner,Moderate
27,1935337,2181935,16,2,Advanced,High
27,619252,776332,8,0,Advanced,High
55,751889,1125941,10,0,Intermediate,Low
44,945660,1967872,4,3,Beginner,Low
68,665984,1226104,-3,0,Advanced,Low
38,1011065,570839,16,3,Intermediate,High
25,314035,111168,2,0,Beginner,Low
18,927451,564734,13,0,Beginner,Moderate
45,576146,1534351,10,0,Beginner,Moderate
66,1251843,3023585,-1,0,Intermediate,Low
56,1192343,2444422,9,1,Beginner,Moderate
31,3787478,6239563,14,1,Intermediate,High
38,422152,920259,19,3,Intermediate,High
47,1061682,937927,9,0,Intermediate,Moderate
38,1393937,879331,13,4,Intermediate,High
66,230000,669807,-1,1,Intermediate,Low
26,859668,907189,14,0,Beginner,Moderate
34,241650,224186,4,0,Beginner,Low
22,204421,246344,20,0,Beginner,Moderate
48,205546,366351,11,1,Intermediate,Moderate
69,621608,800314,-4,2,Advanced,Low
57,3886081,6528489,8,0,Intermediate,Moderate
55,244561,724900,3,2,Intermediate,Low
60,2208431,1448463,5,2,Beginner,Low
36,977085,1825475,3,1,Advanced,Moderate
53,842325,2570658,1,1,Intermediate,Low
67,1335027,2532954,-2,0,Advanced,Low
50,3682089,4462576,12,1,Intermediate,High
30,899977,493775,10,3,Beginner,Low
31,2612240,971781,10,0,Intermediate,High
50,1215324,2663107,3,3,Beginner,Low
46,268267,228885,16,2,Intermediate,Moderate
60,2481909,8151890,4,1,Intermediate,Moderate
66,2737018,5922871,-1,0,Intermediate,Low
53,381858,1186899,11,2,Intermediate,Low
61,2166861,7797423,4,0,Intermediate,Moderate
27,741509,1001575,14,0,Intermediate,High
48,4964860,7623089,17,3,Beginner,Moderate
23,4696193,3577193,4,1,Beginner,High
18,3332663,3451033,4,0,Beginner,Moderate
24,4179426,4652652,7,0,Beginner,Moderate
44,469601,620555,3,4,Beginner,Low
38,230045,464407,17,1,Intermediate,High
45,407158,432236,18,3,Intermediate,Moderate
33,273567,513148,11,0,Intermediate,Moderate
63,1125652,1568974,2,1,Beginner,Low
40,655612,1223402,2,0,Intermediate,Low
69,746617,2182547,-4,0,Beginner,Low
37,1303546,1896120,19,2,Beginner,Moderate
55,4451365,8178625,5,0,Beginner,Moderate
42,1416714,2253776,10,3,Intermediate,Moderate
45,1407053,2825461,11,0,Advanced,High
22,562811,515942,19,1,Intermediate,High
38,237883,215393,19,3,Intermediate,Moderate
35,1193539,985219,6,3,Advanced,High
64,1230948,3344726,1,1,Intermediate,Low
23,841375,341030,12,0,Beginner,Moderate
46,1493637,4036682,1,0,Beginner,Low
36,857245,1615227,13,4,Intermediate,Moderate
50,429955,701917,15,1,Intermediate,Moderate
18,1385119,903789,19,0,Intermediate,High
62,315674,542399,3,1,Beginner,Low
20,1145854,403826,17,1,Beginner,Moderate
59,4020051,9386175,6,1,Intermediate,High
38,450684,1017967,19,1,Intermediate,High
52,965368,910956,6,3,Beginner,Low
58,1450279,3095954,7,0,Advanced,High
57,1151078,3806045,8,0,Beginner,Low
20,289744,342568,8,0,Beginner,Moderate
42,4321452,6224799,18,4,Intermediate,Moderate
62,462351,391426,1,0,Intermediate,Low
55,698563,864512,10,1,Intermediate,Moderate
62,850327,2382307,3,0,Intermediate,Low
37,263255,131336,13,3,Intermediate,Moderate
69,665405,1923362,-4,0,Intermediate,Low
61,292079,579404,4,1,Intermediate,Low
62,850324,1003503,3,0,Beginner,Low
51,386610,295339,1,1,Beginner,Low
38,4892420,8207768,8,2,Advanced,High
65,577307,705627,0,2,Advanced,Low
40,4137891,5981115,20,1,Intermediate,High
23,3762790,2998864,17,0,Beginner,High
68,1452545,4314602,-3,2,Beginner,Low
70,728202,1609043,-5,2,Intermediate,Low
30,897297,1501273,7,2,Advanced,Moderate
66,3436645,11935516,-1,1,Intermediate,Low
40,1332540,2711733,11,4,Intermediate,High
26,3683253,2285371,10,2,Intermediate,High
34,1327982,2675104,19,2,Intermediate,High
19,2035762,1400509,18,0,Beginner,High
36,773461,1638138,8,0,Intermediate,Moderate
36,4091978,7667325,8,2,Advanced,High
24,339326,433627,10,1,Beginner,Moderate
59,992484,2652021,6,0,Intermediate,Moderate
59,1312498,1447404,6,0,Beginner,Low
37,663032,1420441,19,4,Intermediate,High
26,751181,586130,9,1,Beginner,Moderate
34,866229,1684027,1,1,Beginner,Low
44,553397,1312011,19,2,Advanced,High
64,964392,3155212,1,1,Intermediate,Low
19,826897,163497,9,0,Intermediate,Moderate
53,1210584,2491451,12,2,Advanced,High
36,627261,501315,16,0,Advanced,High
34,510042,936897,11,0,Advanced,High
22,479157,475170,2,0,Beginner,Low
56,649574,1543625,9,1,Intermediate,Moderate
35,3243100,6268577,20,1,Beginner,High
70,963735,1671943,-5,1,Intermediate,Low
24,2053487,758646,4,2,Beginner,Moderate
34,738640,634587,16,0,Beginner,High
56,744178,799106,2,0,Intermediate,Low
53,1139696,1367070,2,1,Beginner,Low
57,2098873,4583704,3,2,Intermediate,High
62,653636,1327946,1,1,Advanced,Low
21,1461819,1812704,16,0,Beginner,High
55,215668,366811,9,1,Intermediate,Moderate
42,3823636,2824847,8,1,Intermediate,High
22,1442429,1705479,10,0,Beginner,High
47,1632773,1827813,2,2,Advanced,Moderate
29,586292,261713,15,1,Advanced,High
21,400935,361555,5,2,Beginner,Moderate
41,1306576,1222318,9,1,Advanced,High
46,1162609,577555,19,1,Intermediate,Moderate
26,3658964,4108013,9,0,Beginner,High
21,1309882,374649,15,0,Beginner,High
68,226176,155534,-3,0,Intermediate,Low
41,953150,1723847,16,1,Advanced,High
31,1472611,1490883,8,0,Beginner,Moderate
22,649128,717207,20,2,Intermediate,High
35,2419785,1542718,13,2,Beginner,Moderate
59,468842,982967,6,0,Intermediate,Moderate
36,690392,392741,9,0,Advanced,Moderate
29,1083006,957470,5,2,Intermediate,High
35,485348,472559,13,2,Intermediate,Moderate
34,1281678,1826322,17,0,Beginner,High
47,1105070,2138360,4,0,Advanced,Moderate
41,1050567,986838,16,1,Beginner,High
28,1242499,436060,14,0,Beginner,High
52,258023,204464,13,0,Intermediate,Moderate
40,3881812,8640358,12,0,Beginner,High
34,1427320,2248279,14,0,Beginner,High
18,1214477,1248692,5,1,Intermediate,High
32,641853,839776,10,0,Intermediate,Moderate
49,402394,1064035,11,0,Advanced,High
26,1253647,1585470,14,0,Intermediate,High
32,1651354,1175113,19,0,Advanced,High
45,4167693,8906335,14,0,Intermediate,High
41,853442,1416062,1,0,Intermediate,Moderate
52,435509,418744,13,0,Advanced,Moderate
39,1469709,842908,6,3,Advanced,High
44,1495436,1864297,4,2,Advanced,Moderate
36,3720426,5261633,16,4,Intermediate,High
62,396593,930306,3,1,Beginner,Low
29,271076,267750,3,1,Intermediate,Moderate
37,787500,988925,10,1,Advanced,High
18,371680,72419,7,1,Beginner,Low
38,3958002,1666349,11,2,Advanced,High
66,1292372,2592061,-1,0,Intermediate,Low
62,2276679,5047492,3,0,Beginner,Low
18,414166,326359,10,0,Beginner,Moderate
27,1132444,1322749,4,1,Beginner,High
64,1403770,5323638,1,1,Intermediate,Low
49,1388779,2013600,16,2,Advanced,High
56,1335646,1221977,8,1,Advanced,High
39,1064995,1040397,20,3,Intermediate,High
35,1727791,2922507,19,3,Advanced,High
65,333789,481504,0,0,Intermediate,Low
63,3676021,11781931,2,0,Intermediate,Moderate
49,3731625,9197853,3,1,Advanced,High
44,1364165,2008411,3,2,Advanced,Moderate
45,941454,1970146,18,1,Beginner,High
35,574648,1006846,1,3,Intermediate,Low
56,746911,1937246,1,1,Intermediate,Low
66,644879,1091163,-1,0,Advanced,Low
46,759022,645728,1,1,Intermediate,Low
35,1016090,567652,8,3,Advanced,High
61,4380179,15542861,4,2,Beginner,Low
25,738452,271827,13,0,Beginner,Moderate
48,3418652,5258189,1,1,Intermediate,Moderate
51,1298932,999072,14,2,Intermediate,Moderate
24,631375,753708,13,0,Beginner,Moderate
53,637368,1272066,8,1,Intermediate,Moderate
35,1041532,684804,5,3,Advanced,Moderate
55,273058,870830,10,0,Beginner,Low
26,380227,518199,2,0,Intermediate,Moderate
26,639541,271838,10,3,Advanced,High
63,4919047,15700762,2,1,Advanced,Low
25,1188769,1551967,9,2,Advanced,High
68,474678,1568393,-3,1,Advanced,Low
52,1058755,1517180,6,3,Intermediate,Moderate
35,1342419,1072472,19,2,Intermediate,High
22,1350067,1076558,19,0,Beginner,High
31,2056817,2149545,17,1,Beginner,High
45,1291555,2277328,19,1,Intermediate,High
47,1110007,1612032,9,2,Intermediate,Moderate
21,1286146,554691,6,0,Intermediate,High
56,1426829,3077088,9,0,Beginner,Low
37,901586,1230241,1,3,Beginner,Low
42,1113820,2592581,1,2,Intermediate,Low
45,1308734,2459426,10,2,Beginner,Low
29,1488091,2091887,1,0,Advanced,High
19,445030,265150,2,0,Beginner,Moderate
60,488491,1498351,2,0,Beginner,Low
31,538538,425438,7,1,Beginner,Low
39,4129484,9485059,11,2,Intermediate,High
48,576932,1406356,6,2,Advanced,High
40,806738,329749,4,0,Intermediate,Moderate
65,1417016,4687901,0,0,Advanced,Low
37,786395,1073717,10,2,Advanced,High
55,1108615,2378130,2,0,Beginner,Low
21,1070606,1347086,2,0,Intermediate,Moderate
32,1348198,1979331,18,2,Intermediate,High
41,359418,243368,11,1,Intermediate,Moderate
42,728864,1460303,3,2,Advanced,Moderate
18,3973784,1428817,11,0,Beginner,High
24,3623211,4934538,9,0,Beginner,Moderate
48,1344361,1496261,11,3,Intermediate,High
29,4155207,3987039,18,2,Advanced,High
59,4631888,13839218,6,2,Intermediate,High
22,1355205,1735544,19,0,Beginner,High
61,1217432,1326006,4,0,Intermediate,Moderate
67,1019136,918539,-2,0,Beginner,Low
59,1571275,4589263,6,0,Intermediate,High
55,876834,2562561,2,1,Beginner,Low
29,4046328,4705829,20,1,Intermediate,High
56,223801,232393,8,2,Advanced,Low
35,502637,314179,5,2,Intermediate,Moderate
19,1064745,668197,1,0,Beginner,Moderate
27,547114,290936,10,0,Intermediate,Moderate
32,3809356,3332768,12,2,Intermediate,High
47,519376,1213596,15,1,Advanced,High
61,754354,703484,4,0,Advanced,Low
34,269165,230477,18,0,Intermediate,High
21,284436,178183,1,0,Intermediate,Low
24,333324,170981,14,0,Beginner,Moderate
58,4665496,12290693,1,0,Intermediate,Moderate
48,1296876,2081644,3,2,Advanced,Moderate
68,928178,3618519,-3,1,Advanced,Low
56,4714683,7126696,2,0,Beginner,Low
51,4226240,12129673,14,2,Intermediate,High
23,1190451,1051775,5,1,Beginner,Moderate
67,992910,2457232,-2,2,Intermediate,Low
55,1186493,1418863,10,2,Advanced,Moderate
62,437291,1555923,3,2,Beginner,Low
68,512746,903628,-3,2,Beginner,Low
51,803021,1528861,14,1,Intermediate,Moderate
61,554231,1926098,4,2,Advanced,Low
32,3571544,6003873,12,3,Intermediate,High
31,4323654,3409706,9,1,Beginner,Moderate
23,338921,391763,7,0,Intermediate,High
67,2871699,8473358,-2,1,Intermediate,Low
54,1443559,909601,2,3,Advanced,Low
67,1159759,2691896,-2,0,Advanced,Low
49,885963,1351054,13,0,Beginner,Low
20,232863,200010,15,0,Beginner,Moderate
20,373741,337423,14,1,Intermediate,Moderate
39,1364174,2406282,19,0,Advanced,High
39,826288,1063326,14,1,Intermediate,High
27,544114,842754,11,1,Advanced,High
68,745482,687025,-3,0,Beginner,Low
20,1954763,1659272,8,0,Beginner,High
29,1145122,1061197,8,0,Intermediate,High
46,1324174,1317272,17,0,Intermediate,High
65,1302047,1424658,0,0,Beginner,Low
34,1089247,1226682,7,0,Intermediate,High
24,455476,276192,8,0,Beginner,Moderate
30,2403697,1511607,14,1,Beginner,Moderate
19,3429273,769873,18,0,Beginner,High
21,283080,152423,20,0,Beginner,Moderate
27,1435522,2193634,12,2,Intermediate,High
56,1210251,2502247,4,1,Beginner,Moderate
41,425857,385358,11,4,Beginner,Low
34,298856,597345,2,1,Beginner,Low
69,363591,1067701,-4,2,Beginner,Low
23,4230758,3440242,2,0,Beginner,Moderate
36,295763,603437,2,4,Intermediate,Low
22,715971,772635,16,0,Beginner,High
49,322941,579491,16,3,Advanced,High
27,1315024,367573,7,2,Advanced,High
26,4590906,3664723,10,2,Beginner,Moderate
44,972926,2139732,12,1,Advanced,High
30,512503,372770,6,1,Intermediate,Moderate
36,899001,411694,10,2,Intermediate,Moderate
38,1057911,1624432,3,1,Beginner,Moderate
41,618166,1393425,7,2,Beginner,Low
55,1240796,4056354,10,1,Intermediate,Moderate
21,487484,161026,11,0,Beginner,Moderate
41,240081,571914,8,1,Beginner,Low
52,343522,521299,9,0,Intermediate,Moderate
20,3192413,3018611,14,0,Beginner,High
21,1296695,550281,20,2,Intermediate,High
54,1341245,3159936,5,0,Intermediate,High
57,4017055,9977222,1,0,Beginner,Low
65,2255464,3534759,0,1,Intermediate,Low
52,342536,574898,11,1,Beginner,Low
48,298921,440927,17,0,Intermediate,Moderate
61,3730148,9727468,4,1,Beginner,Low
42,3765723,9309062,9,1,Advanced,High
57,614552,1348818,8,1,Advanced,Moderate
30,4060989,4534307,19,1,Advanced,High
21,291804,164851,2,1,Beginner,Low
63,520550,1439368,2,0,Beginner,Low
31,1349533,2188196,9,1,Intermediate,High
30,4289416,1921678,20,3,Beginner,High
44,967301,939229,1,2,Beginner,Low
23,913472,833095,6,0,Beginner,Moderate
34,374048,180601,4,2,Beginner,Low
53,1074513,1559432,12,0,Beginner,Low
57,2374719,4598896,8,1,Intermediate,High
66,572654,1900733,-1,0,Intermediate,Low
52,1053658,1990533,1,0,Intermediate,Low
34,665877,656640,2,3,Intermediate,Low
58,1497481,1508613,7,1,Intermediate,Moderate
19,3194364,1221215,7,1,Beginner,High
30,1452289,1564389,20,1,Beginner,High
69,951255,3297122,-4,0,Intermediate,Low
19,289904,164990,14,0,Beginner,Moderate
69,1263192,1864389,-4,2,Beginner,Low
45,989244,1288697,9,0,Intermediate,Moderate
60,552583,423215,3,2,Advanced,Moderate
43,3125718,4911309,5,1,Beginner,Moderate
39,904506,483753,10,1,Advanced,High
64,586671,1971088,1,0,Intermediate,Low
60,532149,1537779,5,2,Intermediate,Moderate
