age,annual_income,current_savings,target_goal_amount,investment_horizon_years,number_of_dependents,investment_experience_level,goal_success
61,528878,2016367,13778418,4,0,Intermediate,Unlikely
53,2512854,6701002,48577197,6,0,Intermediate,Unlikely
29,912757,1051484,6084804,8,3,Advanced,Unlikely
32,718958,1208300,2804850,7,0,Beginner,Unlikely
23,3764346,3385931,16051122,19,1,Intermediate,Likely
49,1172183,4007170,17306696,16,0,Intermediate,Likely
30,1186770,2403434,5597734,17,0,Advanced,Likely
61,1492459,5813316,42364179,4,0,Advanced,Unlikely
70,382015,306384,486379,-5,1,Beginner,Unlikely
31,1174063,1729499,8483968,2,2,Intermediate,Unlikely
61,507448,2397797,5644325,4,1,Advanced,Unlikely
25,1933801,2123916,5311697,3,1,Beginner,Unlikely
50,334557,1236500,7658627,12,0,Advanced,Unlikely
39,3303627,7427388,57980557,18,4,Intermediate,Unlikely
49,517114,1269526,2764537,10,1,Beginner,Moderate
54,772753,2687542,16543106,11,0,Beginner,Unlikely
51,1125273,429018,3425745,14,3,Advanced,Likely
30,694519,272311,1626061,3,0,Intermediate,Unlikely
20,2910697,4080433,30725438,12,0,Beginner,Unlikely
24,241276,104757,522605,16,0,Beginner,Moderate
49,440184,1708944,13653837,12,0,Intermediate,Unlikely
32,1077546,2625454,20364996,3,3,Advanced,Unlikely
36,211567,219715,969331,16,2,Advanced,Likely
29,3507219,3308235,19358589,14,1,Intermediate,Likely
39,556802,568927,1055483,10,0,Beginner,Likely
50,435152,1500740,5133720,11,1,Intermediate,Moderate
65,1251466,3259308,21380883,0,1,Beginner,Unlikely
64,2187932,7705936,45101135,1,1,Beginner,Unlikely
51,3262192,12067608,79459181,14,0,Beginner,Unlikely
51,290472,630898,2558347,4,0,Advanced,Unlikely
24,813921,172766,1013026,19,0,Advanced,Likely
44,3186312,3249521,19311290,2,1,Intermediate,Unlikely
47,1193577,736731,4966013,15,0,Intermediate,Likely
32,848632,893952,5003154,1,0,Beginner,Unlikely
64,791700,3461883,6617048,1,0,Intermediate,Unlikely
18,959624,668701,4397816,17,0,Beginner,Moderate
36,1102298,765701,5703484,18,4,Intermediate,Moderate
49,4472469,11731704,29781835,16,1,Intermediate,Likely
62,1176064,3771033,7760123,3,0,Advanced,Unlikely
52,515825,954172,7297722,1,2,Intermediate,Unlikely
65,2060585,4648505,20526818,0,0,Advanced,Unlikely
62,1232548,5009187,24467931,3,1,Intermediate,Unlikely
43,1265204,1854488,3526424,18,3,Advanced,Likely
70,458232,938217,7279581,-5,2,Beginner,Unlikely
37,810094,1339067,9479268,13,0,Intermediate,Unlikely
29,685243,1257980,7856716,15,1,Beginner,Moderate
69,601759,1019291,7683528,-4,2,Intermediate,Unlikely
23,4683871,1307766,5946467,17,0,Beginner,Likely
37,1469856,919025,6100625,6,2,Beginner,Unlikely
59,1387943,792421,3234677,6,0,Advanced,Likely
48,1529837,3247504,15010485,5,0,Intermediate,Unlikely
62,476425,2121291,15933428,3,0,Intermediate,Unlikely
24,935337,963185,7585230,4,0,Intermediate,Unlikely
34,585986,807903,2236502,12,0,Advanced,Likely
43,1155707,2920289,14944537,19,1,Beginner,Likely
56,1079732,4324388,10979056,4,0,Advanced,Unlikely
43,322010,110205,501988,1,2,Intermediate,Unlikely
43,587634,162362,916436,17,2,Advanced,Likely
57,1372942,715047,5359520,8,2,Intermediate,Unlikely
36,1314028,2186514,13669816,13,0,Beginner,Unlikely
27,508264,752940,5143270,13,1,Intermediate,Moderate
70,903172,4052233,6778566,-5,0,Advanced,Unlikely
25,576430,255375,1463442,18,3,Advanced,Likely
51,385316,352039,2227978,2,2,Intermediate,Unlikely
30,2022246,1795999,12566349,18,1,Intermediate,Likely
46,275034,318002,488957,18,3,Advanced,Likely
34,1002235,1290596,2839838,15,0,Beginner,Likely
45,1370465,4292213,28594257,6,0,Advanced,Unlikely
58,3456183,8958198,61165669,7,0,Intermediate,Unlikely
52,609351,1675216,12322927,13,0,Advanced,Unlikely
29,671829,280430,574876,16,2,Beginner,Likely
69,397895,875123,2108767,-4,0,Intermediate,Unlikely
64,2001703,857719,6232984,1,2,Intermediate,Unlikely
47,824456,2817363,11810561,5,3,Intermediate,Unlikely
19,382508,427652,2545638,14,0,Intermediate,Moderate
58,227961,734798,3079852,7,1,Beginner,Unlikely
62,3979942,14437338,72402805,3,1,Advanced,Unlikely
32,943348,869173,1387149,7,1,Beginner,Moderate
44,4882251,1861247,14717066,5,0,Intermediate,Moderate
33,460137,597443,2267380,5,0,Intermediate,Unlikely
30,854278,1728557,4467655,12,2,Intermediate,Moderate
29,1227892,2268188,4003818,5,2,Intermediate,Likely
47,1450129,1426156,10900007,1,1,Advanced,Unlikely
55,202741,521967,3663367,10,1,Intermediate,Unlikely
45,380166,633752,2341856,3,2,Advanced,Unlikely
42,1159701,3258609,21150272,15,1,Intermediate,Moderate
26,4713911,750723,5180779,10,0,Intermediate,Likely
31,1547891,413901,704780,3,0,Intermediate,Moderate
44,757765,2386849,10998733,10,2,Intermediate,Unlikely
49,442810,1378233,4691502,3,2,Advanced,Unlikely
33,709393,396892,627094,9,2,Advanced,Likely
55,4192322,12499886,29087452,7,1,Intermediate,Moderate
24,1082156,317037,2285286,5,0,Beginner,Moderate
49,1421521,2707214,9163502,14,1,Intermediate,Likely
64,1014913,2392873,16857192,1,2,Advanced,Unlikely
20,495649,768061,3702002,3,0,Beginner,Unlikely
63,805246,2159631,10575251,2,0,Advanced,Unlikely
41,1013284,1136695,8330251,19,0,Intermediate,Likely
70,3277329,9427258,64180143,-5,0,Intermediate,Unlikely
66,694658,3117745,18746522,-1,1,Intermediate,Unlikely
31,4552591,8058774,15832247,16,1,Advanced,Likely
52,587758,1091567,5797081,13,0,Intermediate,Unlikely
37,868266,350519,1659303,9,0,Beginner,Moderate
66,1191978,4434307,16331550,-1,2,Beginner,Unlikely
30,2821040,1573789,4666249,20,3,Intermediate,Likely
41,3955313,5412755,29137905,1,2,Beginner,Unlikely
68,4404051,11305495,58988688,-3,0,Intermediate,Unlikely
29,1099120,2116371,7948159,7,0,Intermediate,Unlikely
35,677374,1578456,4184049,18,2,Intermediate,Likely
42,929205,1967386,4888721,20,0,Intermediate,Likely
60,2232316,6028892,35720379,5,0,Intermediate,Unlikely
50,4065001,9167892,71381823,12,0,Intermediate,Unlikely
30,1307902,3107724,15399699,7,2,Advanced,Unlikely
21,1052035,399837,843180,17,0,Beginner,Likely
27,1036417,631449,2618277,13,0,Intermediate,Likely
41,4791709,10241186,27502075,10,0,Intermediate,Likely
59,1155028,2169422,15660340,6,2,Beginner,Unlikely
30,2942065,3222106,20326953,9,2,Beginner,Unlikely
29,385326,137772,1011867,8,2,Intermediate,Unlikely
64,374543,879958,2666909,1,0,Beginner,Unlikely
50,1368546,1098399,4380204,15,1,Intermediate,Likely
42,734031,647166,3545871,14,3,Advanced,Moderate
39,1112469,2667664,9183770,15,3,Beginner,Likely
48,697272,2351608,10106836,1,1,Intermediate,Unlikely
51,572345,1744509,4556217,14,2,Beginner,Moderate
65,725829,427911,1892107,0,1,Intermediate,Unlikely
18,1783577,2405401,16861115,5,0,Beginner,Unlikely
46,259498,287915,1025814,1,3,Intermediate,Unlikely
50,467703,1392376,8197930,12,0,Intermediate,Unlikely
46,1371952,1342353,4431764,14,0,Intermediate,Likely
19,1358775,252708,1056084,6,0,Beginner,Likely
55,1122264,752477,2246046,10,0,Intermediate,Likely
46,3435553,5759812,10350076,1,2,Intermediate,Unlikely
30,603279,993703,6506730,17,1,Intermediate,Likely
47,1477634,4585127,32327813,2,1,Intermediate,Unlikely
51,1344303,1397650,10107777,12,2,Intermediate,Unlikely
26,1062722,1325089,10180749,14,0,Intermediate,Moderate
44,1189314,743259,4725928,6,1,Beginner,Unlikely
24,788831,775453,1588517,12,0,Intermediate,Likely
28,644503,1068075,5853442,11,0,Intermediate,Unlikely
66,1367025,6042105,14985214,-1,1,Advanced,Unlikely
51,374534,482631,3691382,2,2,Intermediate,Unlikely
26,385354,719497,3552538,15,1,Beginner,Moderate
68,590202,405724,3115799,-3,0,Intermediate,Unlikely
51,233503,578193,942170,1,1,Advanced,Unlikely
20,3930582,1807986,7248938,2,1,Intermediate,Unlikely
25,4482625,7636371,35849944,19,2,Intermediate,Likely
59,356434,957096,4476320,6,0,Intermediate,Unlikely
29,1022347,1333622,3610374,6,0,Intermediate,Moderate
48,605149,1000481,2425728,13,3,Intermediate,Likely
46,670168,1353178,3187247,12,2,Advanced,Likely
68,339957,1125970,7943831,-3,2,Beginner,Unlikely
56,1226220,1887659,13221361,5,1,Beginner,Unlikely
20,730555,924582,6093483,10,0,Beginner,Unlikely
55,3408688,2906814,9860103,8,0,Advanced,Likely
70,1359214,4171175,19077695,-5,1,Intermediate,Unlikely
48,1159508,465308,1786241,2,2,Advanced,Unlikely
31,540187,527745,3817660,7,0,Beginner,Unlikely
39,1805855,601035,3758905,8,2,Advanced,Moderate
45,876327,2530323,12500797,19,2,Advanced,Likely
51,660841,1314161,6251827,6,0,Advanced,Unlikely
28,1385454,847553,2207796,11,0,Beginner,Likely
36,1797035,4140827,19679543,7,2,Intermediate,Unlikely
34,4144538,11083371,36348560,6,2,Advanced,Unlikely
37,4156034,7454823,48699742,6,1,Advanced,Unlikely
54,268312,659782,4767950,5,1,Intermediate,Unlikely
61,3325865,3216596,6565250,4,2,Intermediate,Moderate
47,851128,538220,2870597,14,0,Beginner,Moderate
53,1013840,1014628,4552473,12,2,Beginner,Moderate
40,2106454,4169156,21174490,11,1,Intermediate,Moderate
68,466087,964547,6987429,-3,2,Beginner,Unlikely
69,581852,1384582,2719307,-4,0,Beginner,Unlikely
45,586786,1446017,10961054,15,0,Beginner,Unlikely
31,553787,389089,1676817,9,3,Intermediate,Unlikely
54,583249,759739,1208048,11,0,Intermediate,Likely
47,577895,1652245,8057365,18,0,Advanced,Likely
52,465221,1515631,6104137,11,2,Intermediate,Unlikely
48,219843,340226,2324651,4,1,Intermediate,Unlikely
19,619382,147544,1047173,14,0,Intermediate,Likely
39,4539493,3464474,19934912,15,1,Beginner,Moderate
39,1047115,416609,960869,8,4,Advanced,Likely
20,398808,339374,2670544,11,1,Beginner,Unlikely
60,1412680,1245924,2664946,1,2,Beginner,Unlikely
47,3777221,13174567,25429044,8,1,Intermediate,Likely
65,494730,771364,4569499,0,2,Intermediate,Unlikely
60,1477884,1200486,3777804,2,0,Intermediate,Unlikely
20,4181386,4805518,7209681,20,1,Beginner,Likely
28,1490346,2557314,15871609,8,0,Beginner,Unlikely
56,2423012,3191056,14277085,7,2,Advanced,Unlikely
34,508997,778454,1822114,18,0,Beginner,Likely
66,835044,4135176,19899933,-1,0,Intermediate,Unlikely
57,836009,1856912,9434411,1,0,Advanced,Unlikely
39,725469,1749578,4543871,7,0,Beginner,Unlikely
40,848720,1094392,5075931,19,0,Intermediate,Likely
68,1195054,631918,2961955,-3,1,Intermediate,Unlikely
39,238129,643632,5131135,13,0,Intermediate,Unlikely
59,280839,478766,2901775,3,0,Intermediate,Unlikely
60,3134945,3927312,26224046,5,2,Beginner,Unlikely
64,1295906,6072375,35080935,1,0,Advanced,Unlikely
61,3071816,5763722,31082793,4,1,Intermediate,Unlikely
61,954732,4564197,12267150,4,0,Beginner,Unlikely
60,862715,742815,1908652,5,0,Advanced,Moderate
43,1438117,1670419,5532479,5,1,Intermediate,Moderate
22,405275,330009,1974118,10,0,Beginner,Unlikely
68,3229166,3150610,12704315,-3,0,Intermediate,Unlikely
44,703721,346151,1940261,3,2,Beginner,Unlikely
29,901548,1890041,6100295,18,3,Intermediate,Likely
66,229299,357154,2613166,-1,0,Intermediate,Unlikely
65,561485,1845645,11891025,0,1,Intermediate,Unlikely
53,474990,1282107,6017447,12,1,Advanced,Moderate
39,1071858,705877,2639020,14,1,Beginner,Likely
65,894174,1644321,12389980,0,1,Beginner,Unlikely
48,1236648,1517707,2407150,9,2,Beginner,Moderate
68,637445,864752,1480611,-3,1,Intermediate,Unlikely
66,260540,911295,6342565,-1,1,Intermediate,Unlikely
22,558831,976502,3063498,6,0,Beginner,Unlikely
37,932327,1908655,12306886,19,1,Beginner,Moderate
66,2076617,1291695,8783042,-1,1,Beginner,Unlikely
51,1274393,862749,4009933,14,0,Intermediate,Likely
70,738424,1858313,3801541,-5,0,Beginner,Unlikely
31,3446291,6105869,34743042,15,0,Beginner,Moderate
52,749785,1247017,1960886,13,2,Intermediate,Likely
18,512913,415725,1821185,19,0,Intermediate,Likely
51,1144120,1764823,4418135,4,3,Advanced,Unlikely
66,627963,1364940,7348867,-1,0,Beginner,Unlikely
33,761045,1625429,9812792,2,1,Intermediate,Unlikely
61,368845,1415409,10188826,4,1,Beginner,Unlikely
41,295589,460521,3218733,10,0,Intermediate,Unlikely
52,1497896,1548907,10373858,13,1,Intermediate,Moderate
33,3248475,1272871,5528301,5,0,Intermediate,Moderate
25,1741656,3273363,23852950,11,0,Beginner,Unlikely
37,712030,1347769,5668856,14,3,Intermediate,Moderate
35,400344,1080233,7032091,1,3,Advanced,Unlikely
68,476024,2247688,6771661,-3,1,Intermediate,Unlikely
37,511083,380744,1496115,11,1,Beginner,Moderate
54,798899,2781912,9303516,11,2,Beginner,Unlikely
54,685988,1262156,5630482,7,1,Beginner,Unlikely
36,635328,1691434,11669753,10,2,Beginner,Unlikely
60,524900,457345,2836595,5,0,Beginner,Unlikely
58,590678,1158220,6875203,7,0,Advanced,Unlikely
51,782187,1449143,9443519,4,1,Advanced,Unlikely
32,863036,1096152,3074173,17,1,Beginner,Likely
50,265261,930156,1941830,10,2,Beginner,Moderate
21,1084497,885115,6666499,9,0,Beginner,Unlikely
30,771115,1320970,4526223,20,1,Beginner,Likely
47,509415,1048721,4276421,3,2,Advanced,Unlikely
19,939760,617803,1862054,13,0,Beginner,Moderate
22,994748,1133636,7319877,9,0,Beginner,Unlikely
40,3265056,5490609,10058080,9,2,Advanced,Likely
64,3321899,9936271,54166416,1,0,Advanced,Unlikely
66,2259826,7423796,20583048,-1,2,Advanced,Unlikely
45,1156756,2124070,14012145,19,2,Beginner,Moderate
64,736325,857802,2295414,1,2,Advanced,Unlikely
24,753017,1116970,8490002,15,0,Intermediate,Moderate
68,1410954,706346,3329068,-3,0,Advanced,Unlikely
26,710663,1264979,3532662,2,0,Intermediate,Unlikely
33,775151,245833,1059657,9,2,Beginner,Moderate
43,567474,1685233,10624116,3,3,Beginner,Unlikely
31,1309268,2927667,5798142,1,0,Intermediate,Unlikely
47,1704026,2390393,6324232,18,3,Intermediate,Likely
66,370949,1559478,11771086,-1,1,Advanced,Unlikely
52,1106046,3395214,18056602,2,1,Beginner,Unlikely
25,883177,543722,3614230,14,0,Intermediate,Moderate
33,584839,288210,773687,19,1,Beginner,Moderate
70,543646,943091,6749449,-5,2,Advanced,Unlikely
61,1627887,4830858,25630104,1,0,Intermediate,Unlikely
48,1150936,2958598,5665456,12,0,Intermediate,Likely
46,735387,2493753,19312146,14,1,Intermediate,Unlikely
33,554942,1096318,2033742,12,0,Beginner,Likely
45,306988,212589,1560405,11,2,Advanced,Moderate
18,300133,96660,478535,19,0,Beginner,Likely
54,1327252,5087516,34260737,11,2,Intermediate,Unlikely
52,1095690,3271023,16375381,1,0,Beginner,Unlikely
48,4633504,2500502,8401703,6,0,Advanced,Likely
34,491092,145036,589271,8,0,Beginner,Moderate
40,1210766,2665970,15848823,20,1,Advanced,Likely
64,273700,1092242,5631527,1,2,Advanced,Unlikely
57,627874,2484291,19500064,4,2,Advanced,Unlikely
32,1322079,2228427,5120893,14,0,Intermediate,Likely
23,2877935,3892187,30534114,20,0,Beginner,Likely
21,1245023,1676619,7304853,6,0,Beginner,Unlikely
54,3933282,10828996,21631443,11,3,Intermediate,Likely
41,1460270,4311031,9669749,13,0,Beginner,Likely
50,1884281,4189211,9239727,3,1,Beginner,Unlikely
70,894922,762108,1756072,-5,0,Intermediate,Unlikely
31,876759,1376634,9386380,13,1,Intermediate,Unlikely
47,1899295,5660254,34371674,11,0,Intermediate,Unlikely
66,653250,1619321,11419621,-1,0,Intermediate,Unlikely
62,1087480,684334,1190629,3,1,Beginner,Moderate
61,2310742,7405926,49499391,4,0,Advanced,Unlikely
37,568434,1487832,7774444,12,2,Beginner,Unlikely
19,496265,528997,2723295,10,0,Beginner,Moderate
47,303807,952323,3586310,14,2,Beginner,Moderate
29,1440222,893626,6588034,3,0,Intermediate,Unlikely
40,508976,1137472,4456907,13,2,Beginner,Moderate
53,828480,653447,4462838,12,2,Intermediate,Unlikely
45,1441161,2441919,16885121,1,3,Intermediate,Unlikely
63,352510,1574124,9035535,2,0,Beginner,Unlikely
69,833373,3841107,26416255,-4,0,Beginner,Unlikely
51,923089,3255908,25601865,14,2,Beginner,Unlikely
57,272545,148359,904512,3,0,Beginner,Unlikely
28,1195355,1241218,2430528,20,1,Intermediate,Likely
56,1458850,1712616,12106473,5,2,Advanced,Unlikely
61,1212907,3698003,14727238,4,2,Beginner,Unlikely
54,1360987,5343931,28340755,11,2,Advanced,Unlikely
57,381543,1311879,7108568,6,1,Intermediate,Unlikely
20,1414737,1572315,10785427,1,1,Beginner,Unlikely
43,671456,278138,1568331,11,1,Intermediate,Likely
62,894078,1154354,5732034,3,0,Advanced,Unlikely
37,1446325,3246371,18546917,18,0,Beginner,Likely
61,353594,964728,1684054,4,1,Beginner,Unlikely
21,645084,415919,941174,10,0,Intermediate,Moderate
20,595020,840191,1848759,4,1,Beginner,Unlikely
27,4504424,5071089,27799165,19,0,Intermediate,Likely
54,714244,2083221,10399465,6,2,Advanced,Unlikely
34,800983,1671374,11586304,11,2,Intermediate,Unlikely
59,1392205,5189133,27095707,4,1,Intermediate,Unlikely
24,374473,288465,891224,5,0,Beginner,Moderate
60,998821,777839,5223220,5,0,Beginner,Unlikely
49,1326573,2164196,8095978,6,2,Intermediate,Unlikely
70,1801046,4163616,10393086,-5,2,Advanced,Unlikely
19,1182302,1679881,7676016,20,0,Beginner,Likely
55,871675,2051921,14525516,4,0,Intermediate,Unlikely
38,1250318,577278,1917399,18,1,Intermediate,Likely
37,249491,237665,483122,12,2,Intermediate,Likely
35,210715,413508,1471182,5,1,Beginner,Unlikely
54,2151436,8784938,48978704,5,0,Advanced,Unlikely
48,546373,358907,2751773,17,0,Beginner,Moderate
28,1368242,1606677,11354707,9,2,Intermediate,Unlikely
18,3469613,899793,6122755,17,0,Beginner,Moderate
63,237197,368279,2231944,2,1,Advanced,Unlikely
38,1069949,1269741,9149761,4,1,Intermediate,Unlikely
65,611212,1775472,5351710,0,2,Intermediate,Unlikely
36,1291920,2088346,8736230,13,2,Intermediate,Likely
58,2200314,2501036,11557851,7,1,Advanced,Moderate
34,1403203,2010124,15817543,11,0,Beginner,Unlikely
56,671472,449519,2435629,9,1,Beginner,Unlikely
34,1004796,233297,474125,10,0,Beginner,Likely
19,4826746,1022942,1833117,13,0,Beginner,Likely
59,318583,1382608,8463043,6,1,Advanced,Unlikely
37,968720,2635374,17361525,17,4,Intermediate,Unlikely
40,4104122,10013410,65768423,1,2,Advanced,Unlikely
54,1062627,2355729,7950366,11,3,Intermediate,Moderate
42,316308,838268,1950570,18,4,Beginner,Moderate
52,3580179,7165482,22023053,13,0,Advanced,Likely
57,1621475,6291903,30544486,2,2,Advanced,Unlikely
37,1382209,996035,7681590,2,2,Intermediate,Unlikely
70,1197785,2083312,4265589,-5,2,Advanced,Unlikely
18,960103,457196,3072756,1,1,Beginner,Unlikely
64,704554,2514291,13279089,1,0,Intermediate,Unlikely
37,1191860,648199,4968388,11,2,Advanced,Moderate
55,1437767,1744264,2998602,10,1,Intermediate,Likely
25,1253650,2180866,11882024,3,1,Beginner,Unlikely
53,567614,358504,1692863,5,1,Intermediate,Unlikely
18,3007813,2784568,7277056,16,0,Beginner,Likely
26,1303881,1277348,9311664,12,0,Intermediate,Moderate
68,505340,669611,5116893,-3,0,Advanced,Unlikely
51,3073168,8232538,53970293,14,3,Beginner,Unlikely
59,689987,1326484,2994097,6,0,Intermediate,Moderate
40,2187518,5505146,15216142,11,2,Advanced,Likely
28,912263,499349,1573553,10,0,Beginner,Moderate
66,1437053,6513072,29121906,-1,2,Beginner,Unlikely
55,618760,1663264,4546617,10,0,Beginner,Moderate
66,429052,1472694,5223927,-1,1,Intermediate,Unlikely
28,2550391,2739397,12021476,7,1,Intermediate,Moderate
38,843881,1292775,7478407,17,2,Beginner,Moderate
66,1046314,2489698,12245146,-1,0,Beginner,Unlikely
24,365475,377013,1279952,18,0,Beginner,Likely
61,999869,892386,3008832,4,2,Advanced,Unlikely
62,2283186,1781295,13643355,3,0,Intermediate,Unlikely
45,1313546,2631518,18687982,5,1,Advanced,Unlikely
64,1204938,5156338,38461464,1,1,Advanced,Unlikely
26,600170,440697,1054055,12,1,Intermediate,Likely
64,728394,1321824,5846889,1,0,Intermediate,Unlikely
67,325860,1375084,8704606,-2,0,Intermediate,Unlikely
51,611445,302239,2136867,14,3,Intermediate,Moderate
61,285426,1043794,6808702,4,0,Intermediate,Unlikely
34,954119,1230830,8339244,6,2,Advanced,Unlikely
63,4821369,3185388,12149663,2,0,Intermediate,Unlikely
43,4665122,7268234,41280175,20,2,Intermediate,Likely
56,1002390,539946,1105921,9,2,Intermediate,Moderate
27,470507,681275,2563974,10,1,Intermediate,Moderate
39,676855,1259719,10001352,2,0,Beginner,Unlikely
35,565200,547245,3277235,10,0,Intermediate,Moderate
44,4446242,11581493,44969433,8,1,Advanced,Unlikely
41,1231393,1681598,11035417,19,1,Advanced,Likely
35,2032613,1480014,11287461,12,1,Intermediate,Moderate
26,3405901,1306112,5774159,12,0,Beginner,Likely
63,394727,938692,3049757,2,0,Advanced,Unlikely
60,1376061,1740230,9479564,5,0,Beginner,Unlikely
55,1484471,5420583,43159172,10,2,Intermediate,Unlikely
60,4589367,11894788,33186738,5,2,Advanced,Unlikely
20,1289248,250196,1488145,11,0,Beginner,Likely
23,1493174,1537801,10575071,14,2,Beginner,Moderate
35,1038110,2311120,10347500,12,2,Intermediate,Moderate
66,1130236,2800966,10220980,-1,1,Intermediate,Unlikely
52,1532887,4622754,28765600,1,0,Beginner,Unlikely
